"user_id","gender","married","has_children","age","perk_assigned"
"510090","F","true","false","50","free checked bag"
"510093","M","true","false","53","free cancellation fees"
"510094","F","false","false","46","free checked bag"
"510104","F","false","true","37","free cancellation fees"
"510108","F","true","false","52","free checked bag"
"510112","F","true","false","46","free checked bag"
"510114","M","false","false","41","free cancellation fees"
"510134","F","false","false","48","free cancellation fees"
"510155","M","true","true","45","free hotel meal"
"510156","M","false","false","43","free cancellation fees"
"510163","F","true","true","52","free checked bag"
"510164","F","true","true","35","exclusive discounts"
"510170","F","false","false","27","free hotel meal"
"510172","F","false","false","35","free cancellation fees"
"510179","F","true","false","58","1 night free hotel with flight"
"510185","F","true","false","45","free cancellation fees"
"510188","F","false","false","36","1 night free hotel with flight"
"510195","M","true","false","54","free cancellation fees"
"510198","F","false","false","32","exclusive discounts"
"510213","F","true","true","41","free cancellation fees"
"510215","F","true","false","30","free checked bag"
"510219","M","true","false","44","free cancellation fees"
"510227","M","false","false","33","free checked bag"
"510238","F","false","true","42","free hotel meal"
"510239","F","true","true","56","free hotel meal"
"510243","F","true","false","43","free checked bag"
"510257","F","true","false","50","1 night free hotel with flight"
"510270","F","true","true","47","free checked bag"
"510283","F","false","false","18","1 night free hotel with flight"
"510315","F","false","false","44","free checked bag"
"510316","F","false","true","18","1 night free hotel with flight"
"510326","M","false","false","43","free cancellation fees"
"510328","F","false","false","37","free cancellation fees"
"510343","F","true","true","39","free cancellation fees"
"510356","F","true","false","52","free checked bag"
"510365","F","false","false","46","free hotel meal"
"510369","F","false","false","50","exclusive discounts"
"510379","F","false","false","19","1 night free hotel with flight"
"510393","M","false","false","50","free hotel meal"
"510418","F","true","true","36","1 night free hotel with flight"
"510423","M","true","true","53","free checked bag"
"510449","F","false","true","53","exclusive discounts"
"510452","F","false","false","56","exclusive discounts"
"510459","M","false","false","31","free hotel meal"
"510490","F","true","false","71","1 night free hotel with flight"
"510494","F","true","false","48","free cancellation fees"
"510511","F","true","false","49","free hotel meal"
"510533","F","false","false","36","free checked bag"
"510537","F","true","true","48","1 night free hotel with flight"
"510543","M","false","true","20","1 night free hotel with flight"
"510545","F","false","false","59","1 night free hotel with flight"
"510558","M","false","true","24","1 night free hotel with flight"
"510570","F","false","false","44","free cancellation fees"
"510571","F","true","true","21","1 night free hotel with flight"
"510575","F","false","true","23","1 night free hotel with flight"
"510580","M","false","false","54","free checked bag"
"510582","M","false","false","27","free hotel meal"
"510585","F","false","true","18","free checked bag"
"510586","F","false","false","32","free cancellation fees"
"510610","F","true","false","35","free hotel meal"
"510618","F","true","true","47","exclusive discounts"
"510676","F","true","true","50","free hotel meal"
"510686","F","true","false","36","free cancellation fees"
"510694","M","false","false","46","free cancellation fees"
"510700","M","false","false","51","free cancellation fees"
"510707","F","false","true","41","free checked bag"
"510719","F","true","true","37","1 night free hotel with flight"
"510733","F","true","true","46","free checked bag"
"510754","F","false","false","44","exclusive discounts"
"510779","F","false","false","41","free cancellation fees"
"510805","F","false","false","73","free checked bag"
"510815","F","true","true","56","free cancellation fees"
"510822","F","false","false","46","exclusive discounts"
"510828","F","false","false","22","1 night free hotel with flight"
"510836","F","false","false","41","free cancellation fees"
"510841","M","false","false","38","free cancellation fees"
"510890","F","false","false","34","free cancellation fees"
"510899","F","true","false","55","free checked bag"
"510944","M","true","true","56","free cancellation fees"
"510946","F","true","false","47","free hotel meal"
"510953","F","false","false","45","free cancellation fees"
"510960","F","false","false","39","free cancellation fees"
"510961","F","true","false","47","free cancellation fees"
"510972","F","true","true","28","exclusive discounts"
"511017","M","true","false","60","free checked bag"
"511055","F","false","false","35","exclusive discounts"
"511066","F","false","false","35","free hotel meal"
"511093","F","false","true","38","exclusive discounts"
"511122","F","true","false","48","exclusive discounts"
"511125","F","true","true","49","free checked bag"
"511126","F","false","false","29","free cancellation fees"
"511140","F","false","false","41","free hotel meal"
"511142","F","true","true","42","free checked bag"
"511145","F","false","true","31","free checked bag"
"511148","F","true","true","45","free cancellation fees"
"511160","M","true","false","43","exclusive discounts"
"511178","F","false","false","38","free cancellation fees"
"511195","F","true","false","54","free checked bag"
"511208","F","false","false","33","free checked bag"
"511219","F","false","false","18","1 night free hotel with flight"
"511223","F","true","true","46","free checked bag"
"511238","F","false","false","69","1 night free hotel with flight"
"511260","F","false","true","36","free checked bag"
"511298","F","false","false","35","free checked bag"
"511314","F","false","false","23","1 night free hotel with flight"
"511326","F","true","false","42","exclusive discounts"
"511328","M","true","true","34","free hotel meal"
"511331","F","false","true","48","1 night free hotel with flight"
"511364","F","false","true","38","free checked bag"
"511377","F","true","false","65","1 night free hotel with flight"
"511379","F","false","false","48","free checked bag"
"511397","F","false","true","37","free cancellation fees"
"511398","M","true","false","40","free cancellation fees"
"511399","F","true","true","49","1 night free hotel with flight"
"511418","F","true","true","53","exclusive discounts"
"511424","F","false","false","44","free hotel meal"
"511433","F","true","false","50","free cancellation fees"
"511440","F","false","false","42","exclusive discounts"
"511455","F","false","false","37","free checked bag"
"511469","F","false","false","57","free checked bag"
"511489","F","true","false","43","free checked bag"
"511502","M","true","true","47","free checked bag"
"511504","F","false","false","34","free cancellation fees"
"511535","F","true","true","52","free checked bag"
"511542","F","false","false","54","free hotel meal"
"511549","F","true","true","52","exclusive discounts"
"511552","M","false","true","19","free checked bag"
"511554","F","false","false","45","free checked bag"
"511560","F","false","true","39","exclusive discounts"
"511567","F","false","false","37","free cancellation fees"
"511568","F","false","false","21","1 night free hotel with flight"
"511570","F","true","true","52","free cancellation fees"
"511577","F","true","false","43","exclusive discounts"
"511578","F","true","true","52","free cancellation fees"
"511587","F","true","true","53","free checked bag"
"511589","F","false","false","42","1 night free hotel with flight"
"511608","M","false","false","21","1 night free hotel with flight"
"511609","M","true","false","40","1 night free hotel with flight"
"511613","F","false","false","43","free checked bag"
"511638","F","false","true","35","free hotel meal"
"511665","M","false","true","47","free checked bag"
"511666","F","true","false","51","free checked bag"
"511677","F","false","false","53","free hotel meal"
"511680","F","false","false","28","free hotel meal"
"511697","F","false","false","40","free cancellation fees"
"511712","F","false","false","29","free hotel meal"
"511726","F","false","true","58","free cancellation fees"
"511739","F","false","false","56","free hotel meal"
"511757","F","true","true","64","1 night free hotel with flight"
"511762","F","true","false","44","free hotel meal"
"511764","M","true","true","55","1 night free hotel with flight"
"511772","F","false","false","29","free cancellation fees"
"511778","F","false","false","39","free checked bag"
"511783","F","true","false","48","free cancellation fees"
"511784","F","false","false","36","free checked bag"
"511800","F","false","false","49","free cancellation fees"
"511803","F","true","true","38","free hotel meal"
"511805","F","false","false","39","free cancellation fees"
"511809","M","false","false","42","free hotel meal"
"511811","F","false","false","36","free hotel meal"
"511821","M","false","false","72","1 night free hotel with flight"
"511827","M","true","false","76","free checked bag"
"511851","F","false","false","41","free hotel meal"
"511859","F","true","false","39","free checked bag"
"511860","F","false","true","41","free cancellation fees"
"511862","F","false","false","41","free cancellation fees"
"511878","F","false","true","18","1 night free hotel with flight"
"511884","F","false","false","43","free cancellation fees"
"511902","F","true","true","53","free cancellation fees"
"511910","F","false","true","18","1 night free hotel with flight"
"511916","F","true","true","43","exclusive discounts"
"511923","M","false","false","46","exclusive discounts"
"511936","F","false","false","38","free hotel meal"
"511943","F","true","true","32","free hotel meal"
"511977","F","true","false","43","1 night free hotel with flight"
"511989","F","false","false","19","1 night free hotel with flight"
"511996","F","false","true","46","free checked bag"
"511998","F","false","false","42","exclusive discounts"
"512009","M","false","true","45","free hotel meal"
"512010","F","true","true","59","free hotel meal"
"512016","F","false","true","45","free cancellation fees"
"512024","F","true","false","33","1 night free hotel with flight"
"512028","F","false","false","44","exclusive discounts"
"512060","F","true","false","54","free checked bag"
"512063","F","true","false","46","exclusive discounts"
"512069","F","false","true","41","free cancellation fees"
"512078","F","false","false","31","free checked bag"
"512099","F","false","false","36","free checked bag"
"512103","F","true","true","41","1 night free hotel with flight"
"512144","F","false","false","18","1 night free hotel with flight"
"512147","M","false","false","45","free checked bag"
"512148","F","false","false","22","1 night free hotel with flight"
"512163","F","true","false","48","free checked bag"
"512173","M","true","false","49","1 night free hotel with flight"
"512190","F","true","false","65","1 night free hotel with flight"
"512193","F","false","true","38","free hotel meal"
"512197","F","false","false","33","free cancellation fees"
"512201","F","true","false","53","free cancellation fees"
"512204","F","false","false","55","free cancellation fees"
"512243","F","true","true","38","free cancellation fees"
"512249","F","false","false","20","1 night free hotel with flight"
"512266","F","false","false","48","free checked bag"
"512271","F","false","false","37","free cancellation fees"
"512283","F","false","false","47","free cancellation fees"
"512289","F","false","false","66","1 night free hotel with flight"
"512294","F","true","true","53","free cancellation fees"
"512295","F","false","false","44","free cancellation fees"
"512301","F","false","false","43","free cancellation fees"
"512302","F","true","true","47","free cancellation fees"
"512303","F","false","true","50","free cancellation fees"
"512305","F","false","false","25","1 night free hotel with flight"
"512322","M","false","false","44","exclusive discounts"
"512329","F","true","false","37","free cancellation fees"
"512362","F","false","false","32","free checked bag"
"512377","F","false","true","41","free checked bag"
"512392","F","false","false","43","exclusive discounts"
"512397","F","false","true","18","1 night free hotel with flight"
"512402","F","false","true","45","1 night free hotel with flight"
"512416","F","false","false","30","1 night free hotel with flight"
"512418","F","false","true","50","free cancellation fees"
"512419","F","true","true","55","free checked bag"
"512440","F","true","false","35","free checked bag"
"512443","F","true","true","39","free checked bag"
"512447","F","false","false","21","free checked bag"
"512463","M","false","false","38","1 night free hotel with flight"
"512495","F","false","false","39","free cancellation fees"
"512529","F","true","true","41","1 night free hotel with flight"
"512536","F","true","true","54","free hotel meal"
"512552","F","true","false","49","exclusive discounts"
"512556","F","true","false","51","free cancellation fees"
"512558","M","true","false","56","free hotel meal"
"512587","F","false","false","38","free checked bag"
"512589","M","false","false","43","free cancellation fees"
"512596","F","true","false","55","free cancellation fees"
"512598","M","false","false","38","free cancellation fees"
"512610","F","false","false","41","free cancellation fees"
"512623","F","false","false","25","1 night free hotel with flight"
"512628","F","false","false","35","free cancellation fees"
"512631","F","false","false","55","free hotel meal"
"512655","F","false","false","44","free cancellation fees"
"512671","F","true","false","56","free cancellation fees"
"512677","F","true","false","25","free checked bag"
"512680","F","true","true","65","exclusive discounts"
"512691","F","false","true","33","1 night free hotel with flight"
"512693","F","false","false","38","free cancellation fees"
"512695","F","true","false","47","free cancellation fees"
"512696","F","false","false","18","free hotel meal"
"512704","F","true","true","31","exclusive discounts"
"512706","F","true","true","54","free hotel meal"
"512780","F","false","false","44","free cancellation fees"
"512786","M","false","false","40","free cancellation fees"
"512787","F","false","false","52","free hotel meal"
"512791","F","false","true","34","free checked bag"
"512801","F","false","false","54","free cancellation fees"
"512826","F","true","false","41","free checked bag"
"512831","F","false","false","44","free checked bag"
"512835","F","true","false","41","free hotel meal"
"512846","F","true","true","38","free cancellation fees"
"512848","F","false","false","36","free cancellation fees"
"512880","F","false","false","47","free checked bag"
"512887","M","false","false","40","exclusive discounts"
"512888","F","true","false","38","free hotel meal"
"512900","F","false","false","32","exclusive discounts"
"512904","F","true","false","64","free cancellation fees"
"512922","F","false","true","34","free checked bag"
"512928","F","false","false","18","1 night free hotel with flight"
"512943","F","true","true","47","free cancellation fees"
"512945","F","false","false","25","exclusive discounts"
"512974","F","false","false","18","1 night free hotel with flight"
"512976","F","false","false","37","free cancellation fees"
"512984","F","false","false","58","free cancellation fees"
"512999","F","true","false","35","free checked bag"
"513004","F","false","false","41","free cancellation fees"
"513005","F","false","false","29","free checked bag"
"513006","F","true","false","58","free checked bag"
"513026","F","true","false","41","exclusive discounts"
"513030","F","false","false","39","free cancellation fees"
"513031","F","true","true","47","free checked bag"
"513058","F","false","true","52","free cancellation fees"
"513089","F","true","false","39","free checked bag"
"513090","M","false","true","22","free checked bag"
"513091","F","true","false","72","1 night free hotel with flight"
"513093","F","false","false","56","free cancellation fees"
"513096","F","true","true","30","free checked bag"
"513103","F","false","true","32","exclusive discounts"
"513126","F","false","false","37","free cancellation fees"
"513138","F","false","true","18","1 night free hotel with flight"
"513164","F","false","false","43","free hotel meal"
"513206","M","false","false","48","1 night free hotel with flight"
"513216","F","true","false","38","free cancellation fees"
"513220","F","false","false","46","free cancellation fees"
"513221","F","false","false","32","exclusive discounts"
"513227","F","true","false","64","1 night free hotel with flight"
"513233","F","true","true","39","free hotel meal"
"513236","F","true","true","44","free cancellation fees"
"513237","F","true","true","37","free hotel meal"
"513241","F","false","true","37","1 night free hotel with flight"
"513242","F","false","false","30","exclusive discounts"
"513259","F","true","false","54","free cancellation fees"
"513261","F","true","true","60","1 night free hotel with flight"
"513289","F","false","false","35","free hotel meal"
"513296","F","false","false","38","free hotel meal"
"513317","F","true","false","55","exclusive discounts"
"513322","F","false","false","51","free checked bag"
"513338","F","true","false","55","exclusive discounts"
"513339","F","false","false","29","free checked bag"
"513345","F","true","true","24","1 night free hotel with flight"
"513347","F","true","true","50","exclusive discounts"
"513366","F","false","false","45","free cancellation fees"
"513381","F","true","true","51","free checked bag"
"513387","F","true","true","50","free hotel meal"
"513397","F","false","false","54","free cancellation fees"
"513402","F","true","true","46","free checked bag"
"513408","M","false","true","32","free checked bag"
"513422","F","true","false","42","free checked bag"
"513425","F","true","true","50","1 night free hotel with flight"
"513438","F","true","true","52","free checked bag"
"513441","F","false","true","36","free checked bag"
"513470","F","true","true","48","1 night free hotel with flight"
"513495","F","false","false","31","free checked bag"
"513497","F","false","false","45","1 night free hotel with flight"
"513509","F","false","false","37","free checked bag"
"513543","F","false","true","33","1 night free hotel with flight"
"513546","F","false","false","45","1 night free hotel with flight"
"513555","F","false","false","46","free cancellation fees"
"513568","F","false","false","61","free hotel meal"
"513569","F","false","false","18","free checked bag"
"513582","F","true","false","49","1 night free hotel with flight"
"513602","F","false","false","27","1 night free hotel with flight"
"513611","F","false","false","49","exclusive discounts"
"513613","M","false","false","47","free cancellation fees"
"513620","F","false","false","18","exclusive discounts"
"513625","F","false","true","29","exclusive discounts"
"513627","F","true","false","59","free checked bag"
"513628","F","true","false","41","free checked bag"
"513638","F","true","true","57","free hotel meal"
"513659","F","false","false","42","1 night free hotel with flight"
"513661","F","false","false","26","1 night free hotel with flight"
"513683","M","true","false","54","free checked bag"
"513714","F","false","false","23","exclusive discounts"
"513721","F","false","false","41","free cancellation fees"
"513742","F","false","true","32","1 night free hotel with flight"
"513761","F","false","false","39","1 night free hotel with flight"
"513776","F","false","false","67","free hotel meal"
"513787","M","true","false","43","free cancellation fees"
"513791","F","false","false","39","exclusive discounts"
"513796","F","true","false","46","free hotel meal"
"513800","M","true","true","53","1 night free hotel with flight"
"513807","F","true","true","45","free hotel meal"
"513823","F","true","false","46","1 night free hotel with flight"
"513826","F","false","false","43","exclusive discounts"
"513844","M","true","false","37","free hotel meal"
"513853","F","false","true","49","1 night free hotel with flight"
"513856","M","false","false","37","exclusive discounts"
"513860","F","true","false","65","free hotel meal"
"513869","F","false","true","41","1 night free hotel with flight"
"513875","F","true","true","35","free checked bag"
"513917","F","true","true","56","1 night free hotel with flight"
"513926","M","false","false","38","free hotel meal"
"513933","M","false","false","39","free checked bag"
"513953","F","true","false","40","free hotel meal"
"513956","F","false","false","28","exclusive discounts"
"513964","F","false","false","50","free cancellation fees"
"513967","F","false","false","38","1 night free hotel with flight"
"513995","F","true","true","38","free cancellation fees"
"514002","F","false","false","39","free cancellation fees"
"514003","F","true","false","38","free checked bag"
"514021","F","false","false","77","1 night free hotel with flight"
"514023","M","false","true","45","1 night free hotel with flight"
"514053","F","true","true","43","exclusive discounts"
"514071","F","false","false","39","exclusive discounts"
"514076","F","true","true","58","free checked bag"
"514113","F","false","true","18","free hotel meal"
"514132","F","false","true","38","free cancellation fees"
"514133","F","true","false","43","free hotel meal"
"514164","F","true","false","47","free cancellation fees"
"514167","F","false","false","52","free cancellation fees"
"514206","F","true","false","36","free checked bag"
"514208","F","false","true","39","free hotel meal"
"514210","F","false","false","43","free cancellation fees"
"514215","F","false","false","54","free cancellation fees"
"514235","F","false","true","30","exclusive discounts"
"514261","F","false","false","32","free hotel meal"
"514275","F","false","false","31","free hotel meal"
"514289","F","true","true","52","1 night free hotel with flight"
"514300","M","false","false","41","free checked bag"
"514315","F","false","false","23","free checked bag"
"514318","F","true","true","53","free checked bag"
"514324","F","true","false","55","exclusive discounts"
"514337","F","false","false","47","free checked bag"
"514342","F","false","false","43","free checked bag"
"514344","F","false","false","66","free cancellation fees"
"514370","F","false","false","44","exclusive discounts"
"514384","F","false","false","44","free checked bag"
"514395","F","false","false","39","free hotel meal"
"514457","F","false","false","42","free cancellation fees"
"514460","F","true","false","38","free cancellation fees"
"514461","F","true","true","36","free checked bag"
"514501","F","true","true","50","1 night free hotel with flight"
"514503","F","false","false","23","1 night free hotel with flight"
"514515","F","false","false","39","free checked bag"
"514526","F","true","true","50","free cancellation fees"
"514551","F","false","false","24","1 night free hotel with flight"
"514586","F","false","false","44","free checked bag"
"514589","F","true","false","48","free checked bag"
"514617","F","false","true","40","free cancellation fees"
"514623","F","true","true","39","free checked bag"
"514627","F","false","false","46","free hotel meal"
"514638","F","true","true","40","exclusive discounts"
"514639","F","true","false","69","1 night free hotel with flight"
"514642","F","true","false","68","1 night free hotel with flight"
"514660","F","true","true","41","free cancellation fees"
"514675","F","true","false","52","free hotel meal"
"514682","F","false","false","44","free cancellation fees"
"514684","F","false","false","25","1 night free hotel with flight"
"514689","M","true","true","44","free checked bag"
"514737","F","true","true","57","free cancellation fees"
"514785","F","true","false","47","free cancellation fees"
"514810","M","false","true","33","exclusive discounts"
"514830","F","false","false","54","free checked bag"
"514867","F","true","true","45","free hotel meal"
"514876","F","false","false","18","1 night free hotel with flight"
"514892","F","false","false","39","free cancellation fees"
"514893","F","true","false","69","1 night free hotel with flight"
"514899","F","false","true","38","free cancellation fees"
"514925","F","false","false","18","free checked bag"
"514926","F","false","false","29","free cancellation fees"
"514931","F","false","false","18","1 night free hotel with flight"
"514944","M","true","true","49","free checked bag"
"514951","F","false","true","38","1 night free hotel with flight"
"514953","F","true","false","47","free checked bag"
"514980","M","false","false","39","free cancellation fees"
"514981","F","true","false","49","free hotel meal"
"515004","F","true","true","51","free checked bag"
"515013","F","false","false","49","exclusive discounts"
"515020","F","false","false","21","free checked bag"
"515030","M","false","false","34","free checked bag"
"515051","F","true","false","47","free cancellation fees"
"515058","F","false","false","50","free cancellation fees"
"515060","F","false","false","50","free checked bag"
"515085","F","true","true","61","exclusive discounts"
"515103","F","true","true","52","free checked bag"
"515124","F","false","false","51","free cancellation fees"
"515131","F","true","false","47","free cancellation fees"
"515139","F","false","false","37","free cancellation fees"
"515161","F","true","true","48","free checked bag"
"515168","F","false","true","47","1 night free hotel with flight"
"515182","F","false","false","39","free cancellation fees"
"515198","F","false","false","39","1 night free hotel with flight"
"515200","F","true","false","35","exclusive discounts"
"515202","F","true","false","76","1 night free hotel with flight"
"515205","F","true","false","72","free checked bag"
"515229","F","true","true","53","free cancellation fees"
"515240","F","true","true","44","1 night free hotel with flight"
"515243","F","true","false","42","1 night free hotel with flight"
"515258","M","false","false","27","free hotel meal"
"515271","F","false","true","57","free cancellation fees"
"515274","M","false","false","36","free cancellation fees"
"515306","F","true","false","50","free cancellation fees"
"515330","F","false","false","49","free hotel meal"
"515344","M","false","false","48","free cancellation fees"
"515398","F","true","true","41","free checked bag"
"515409","F","true","true","45","free checked bag"
"515421","F","false","false","49","free cancellation fees"
"515423","F","true","false","56","free hotel meal"
"515436","F","false","false","23","1 night free hotel with flight"
"515478","F","true","true","32","free hotel meal"
"515490","F","true","true","57","free cancellation fees"
"515502","F","false","true","34","1 night free hotel with flight"
"515514","F","true","false","20","1 night free hotel with flight"
"515516","M","true","false","34","1 night free hotel with flight"
"515523","M","false","false","24","free hotel meal"
"515529","F","true","true","44","free checked bag"
"515530","F","false","true","19","1 night free hotel with flight"
"515565","F","false","true","45","free cancellation fees"
"515578","M","false","false","37","free cancellation fees"
"515580","F","false","false","45","free cancellation fees"
"515586","F","false","false","55","free cancellation fees"
"515610","M","true","true","33","1 night free hotel with flight"
"515634","F","false","false","18","1 night free hotel with flight"
"515639","F","false","false","40","free cancellation fees"
"515645","F","true","false","37","free hotel meal"
"515666","F","true","false","40","free cancellation fees"
"515675","F","false","false","31","free hotel meal"
"515684","F","false","false","55","free cancellation fees"
"515688","F","true","true","48","free checked bag"
"515694","F","false","false","44","free cancellation fees"
"515713","F","true","false","43","exclusive discounts"
"515727","F","true","false","39","free cancellation fees"
"515735","F","true","true","64","free checked bag"
"515739","F","true","false","48","1 night free hotel with flight"
"515751","F","true","true","43","free hotel meal"
"515764","F","false","true","24","free checked bag"
"515778","F","true","false","53","free cancellation fees"
"515802","F","false","false","42","free cancellation fees"
"515818","M","false","false","67","exclusive discounts"
"515831","F","false","true","33","free checked bag"
"515835","F","true","true","48","free hotel meal"
"515854","F","true","false","67","1 night free hotel with flight"
"515874","F","true","false","68","1 night free hotel with flight"
"515891","F","false","false","41","free cancellation fees"
"515901","F","false","false","36","free checked bag"
"515908","F","true","true","48","exclusive discounts"
"515941","F","true","true","48","free cancellation fees"
"515947","F","false","false","32","1 night free hotel with flight"
"515953","F","true","false","44","exclusive discounts"
"515974","M","false","true","24","free cancellation fees"
"515985","F","true","false","43","exclusive discounts"
"516001","F","true","false","32","1 night free hotel with flight"
"516004","F","true","true","51","1 night free hotel with flight"
"516006","F","true","false","49","free cancellation fees"
"516039","F","false","false","18","1 night free hotel with flight"
"516053","F","false","true","43","free cancellation fees"
"516057","F","false","false","39","free hotel meal"
"516061","F","true","false","56","free hotel meal"
"516076","F","true","false","71","1 night free hotel with flight"
"516086","F","false","true","18","1 night free hotel with flight"
"516089","F","true","true","57","exclusive discounts"
"516092","M","true","false","38","free checked bag"
"516105","F","true","true","51","free hotel meal"
"516117","F","false","true","48","free cancellation fees"
"516118","M","true","false","39","free hotel meal"
"516127","F","true","false","31","1 night free hotel with flight"
"516132","F","false","true","49","free checked bag"
"516144","F","true","true","51","free cancellation fees"
"516150","F","true","true","65","1 night free hotel with flight"
"516152","F","false","false","37","free checked bag"
"516176","O","false","true","52","free cancellation fees"
"516177","F","false","false","51","free checked bag"
"516178","F","false","true","29","exclusive discounts"
"516211","M","true","false","42","1 night free hotel with flight"
"516216","F","false","false","38","free cancellation fees"
"516217","M","true","false","45","1 night free hotel with flight"
"516243","F","false","true","33","1 night free hotel with flight"
"516246","F","false","false","38","exclusive discounts"
"516251","F","true","false","52","free cancellation fees"
"516269","F","false","false","38","free cancellation fees"
"516273","F","false","true","42","free checked bag"
"516282","F","true","false","43","free checked bag"
"516283","M","true","true","25","1 night free hotel with flight"
"516287","F","true","false","54","1 night free hotel with flight"
"516290","M","false","false","46","free hotel meal"
"516296","F","false","false","41","exclusive discounts"
"516301","F","false","false","28","1 night free hotel with flight"
"516340","F","false","false","18","1 night free hotel with flight"
"516351","F","false","false","42","free checked bag"
"516368","F","true","true","48","exclusive discounts"
"516375","F","true","false","39","exclusive discounts"
"516418","F","true","false","27","exclusive discounts"
"516420","F","true","false","46","free checked bag"
"516433","F","false","false","18","free checked bag"
"516456","F","true","false","39","free cancellation fees"
"516507","M","true","false","43","free hotel meal"
"516516","M","true","false","60","free checked bag"
"516528","F","true","false","54","exclusive discounts"
"516543","M","true","false","51","free checked bag"
"516556","F","false","true","37","free hotel meal"
"516561","F","true","false","49","free checked bag"
"516571","F","true","false","65","free cancellation fees"
"516578","F","false","false","40","free cancellation fees"
"516579","F","false","false","29","free checked bag"
"516583","F","false","true","47","1 night free hotel with flight"
"516590","F","false","false","19","exclusive discounts"
"516593","F","false","false","39","exclusive discounts"
"516594","F","false","false","55","free cancellation fees"
"516614","M","false","false","38","free cancellation fees"
"516616","F","false","true","54","free cancellation fees"
"516620","M","false","false","66","1 night free hotel with flight"
"516639","F","true","true","54","free cancellation fees"
"516647","F","true","false","44","free checked bag"
"516679","F","false","false","43","1 night free hotel with flight"
"516680","F","true","false","67","1 night free hotel with flight"
"516682","F","false","false","27","free checked bag"
"516694","F","true","true","53","exclusive discounts"
"516697","F","false","false","77","1 night free hotel with flight"
"516704","F","true","false","47","free cancellation fees"
"516732","F","true","true","40","free cancellation fees"
"516739","F","false","true","39","exclusive discounts"
"516744","F","false","false","23","1 night free hotel with flight"
"516763","M","true","false","47","free checked bag"
"516765","F","false","true","27","1 night free hotel with flight"
"516789","F","false","false","39","free hotel meal"
"516798","F","true","false","42","free checked bag"
"516806","F","false","false","42","free cancellation fees"
"516808","F","false","false","30","free hotel meal"
"516827","F","false","false","53","free cancellation fees"
"516833","F","false","false","20","free hotel meal"
"516841","M","false","true","20","exclusive discounts"
"516862","F","true","false","68","1 night free hotel with flight"
"516933","F","false","false","18","free cancellation fees"
"516939","F","true","true","30","free checked bag"
"516965","F","false","true","37","free cancellation fees"
"516967","M","false","true","26","1 night free hotel with flight"
"516972","F","true","true","44","free checked bag"
"517033","F","false","false","22","1 night free hotel with flight"
"517061","F","true","true","55","free cancellation fees"
"517064","F","false","true","18","exclusive discounts"
"517076","F","false","false","39","free cancellation fees"
"517105","F","false","false","48","free cancellation fees"
"517119","F","false","true","47","exclusive discounts"
"517131","F","true","false","69","1 night free hotel with flight"
"517142","M","true","false","39","free checked bag"
"517143","F","false","false","26","1 night free hotel with flight"
"517150","M","false","false","38","free cancellation fees"
"517158","M","true","true","54","free checked bag"
"517205","F","false","false","49","exclusive discounts"
"517212","F","true","true","54","free cancellation fees"
"517219","F","false","false","23","1 night free hotel with flight"
"517231","F","true","false","48","free hotel meal"
"517284","F","true","true","45","1 night free hotel with flight"
"517324","F","true","false","70","free checked bag"
"517330","M","true","false","71","free checked bag"
"517356","F","true","false","52","free cancellation fees"
"517370","F","true","false","41","free checked bag"
"517392","F","true","false","47","free cancellation fees"
"517393","F","false","false","37","free hotel meal"
"517397","F","false","false","36","free cancellation fees"
"517403","F","true","true","50","free checked bag"
"517415","M","false","true","36","exclusive discounts"
"517438","M","false","false","40","free cancellation fees"
"517445","F","true","false","41","free checked bag"
"517467","F","false","false","37","free checked bag"
"517486","F","true","false","47","free cancellation fees"
"517491","F","false","false","56","free cancellation fees"
"517543","F","true","false","45","1 night free hotel with flight"
"517545","F","true","false","53","exclusive discounts"
"517548","F","true","false","53","free checked bag"
"517549","F","false","false","51","free cancellation fees"
"517571","M","false","false","45","exclusive discounts"
"517579","F","false","false","21","exclusive discounts"
"517581","F","false","false","37","free hotel meal"
"517596","F","true","true","55","free cancellation fees"
"517622","F","false","true","18","1 night free hotel with flight"
"517633","F","true","false","39","free cancellation fees"
"517653","F","true","true","54","free checked bag"
"517674","F","false","false","31","free checked bag"
"517675","F","true","false","30","free checked bag"
"517676","F","true","false","43","1 night free hotel with flight"
"517700","F","false","false","48","free cancellation fees"
"517715","M","true","false","82","free checked bag"
"517732","F","false","false","45","exclusive discounts"
"517735","F","true","true","49","exclusive discounts"
"517739","F","true","true","27","free checked bag"
"517743","F","false","false","36","free cancellation fees"
"517772","F","false","true","39","free cancellation fees"
"517776","F","true","true","60","1 night free hotel with flight"
"517787","F","false","false","34","free checked bag"
"517803","M","true","false","48","free cancellation fees"
"517819","F","false","false","34","free checked bag"
"517825","F","true","false","55","free cancellation fees"
"517839","F","true","false","47","free cancellation fees"
"517847","F","true","false","49","free cancellation fees"
"517871","F","false","true","27","exclusive discounts"
"517894","F","true","false","48","free cancellation fees"
"517898","F","false","true","20","free checked bag"
"517925","F","true","false","28","exclusive discounts"
"517931","F","false","false","37","free cancellation fees"
"517961","F","true","true","62","1 night free hotel with flight"
"517967","F","false","true","47","free hotel meal"
"517968","F","true","false","44","free cancellation fees"
"518012","M","false","false","35","1 night free hotel with flight"
"518015","F","false","true","41","free cancellation fees"
"518041","F","false","false","20","1 night free hotel with flight"
"518044","F","true","true","54","free checked bag"
"518074","F","false","false","31","exclusive discounts"
